score
100.0
72.0
93.0
72.0
30.0
83.0
1.0
99.0
51.0
90.0
48.0
61.0
14.0
49.0
49.0
83.0
14.0
100.0
52.0
1.0
7.0
32.0
52.0
3.0
65.0
40.0
24.0
100.0
56.0
79.0
97.0
12.0
81.0
39.0
100.0
37.0
68.0
59.0
86.0
96.0
81.0
51.0
82.0
38.0
41.0
76.0
71.0
69.0
90.0
99.0
1.0
53.0
62.0
94.0
100.0
49.0
77.0
7.0
78.0
33.0
69.0
78.0
36.0
75.0
100.0
81.0
41.0
73.0
88.0
76.0
30.0
31.0
92.0
55.0
75.0
73.0
67.0
56.0
84.0
54.0
100.0
96.0
100.0
32.0
81.0
56.0
77.0
48.0
82.0
22.0
59.0
69.0
72.0
14.0
95.0
58.0
58.0
64.0
41.0
88.0
86.0
56.0
94.0
58.0
91.0
8.0
79.0
48.0
87.0
42.0
53.0
72.0
38.0
61.0
57.0
48.0
100.0
48.0
69.0
86.0
8.0
33.0
41.0
46.0
65.0
93.0
48.0
63.0
100.0
85.0
70.0
6.0
13.0
84.0
75.0
49.0
70.0
93.0
22.0
78.0
31.0
27.0
69.0
90.0
99.0
66.0
53.0
7.0
45.0
21.0
34.0
84.0
94.0
68.0
75.0
20.0
91.0
1.0
38.0
24.0
85.0
91.0
56.0
51.0
55.0
71.0
65.0
49.0
42.0
91.0
24.0
69.0
89.0
57.0
77.0
70.0
78.0
8.0
46.0
95.0
38.0
50.0
72.0
78.0
77.0
25.0
77.0
97.0
90.0
41.0
100.0
84.0
6.0
16.0
64.0
48.0
67.0
28.0
32.0
65.0
100.0
96.0
57.0
69.0
11.0
95.0
37.0
78.0
93.0
83.0
72.0
34.0
8.0
9.0
91.0
54.0
75.0
83.0
45.0
100.0
65.0
64.0
22.0
100.0
54.0
75.0
86.0
71.0
94.0
73.0
42.0
93.0
22.0
9.0
82.0
80.0
24.0
64.0
44.0
100.0
81.0
77.0
1.0
73.0
87.0
92.0
79.0
75.0
67.0
100.0
58.0
91.0
77.0
53.0
91.0
53.0
57.0
39.0
96.0
98.0
18.0
73.0
7.0
57.0
40.0
17.0
45.0
78.0
37.0
89.0
20.0
22.0
92.0
91.0
97.0
95.0
92.0
92.0
1.0
81.0
65.0
57.0
1.0
73.0
82.0
81.0
80.0
97.0
85.0
19.0
84.0
64.0
13.0
97.0
88.0
83.0
92.0
6.0
68.0
30.0
100.0
56.0
97.0
58.0
25.0
22.0
87.0
91.0
15.0
82.0
47.0
96.0
84.0
89.0
96.0
43.0
54.0
6.0
62.0
9.0
65.0
37.0
88.0
73.0
69.0
83.0
28.0
79.0
99.0
15.0
31.0
68.0
76.0
25.0
4.0
54.0
59.0
30.0
3.0
65.0
2.0
40.0
93.0
50.0
59.0
8.0
49.0
64.0
83.0
4.0
51.0
35.0
74.0
1.0
52.0
73.0
83.0
88.0
63.0
4.0
71.0
81.0
28.0
28.0
49.0
91.0
54.0
14.0
7.0
55.0
98.0
39.0
72.0
59.0
66.0
85.0
86.0
45.0
65.0
92.0
45.0
82.0
51.0
41.0
51.0
76.0
82.0
1.0
74.0
69.0
39.0
13.0
77.0
5.0
34.0
76.0
99.0
68.0
66.0
49.0
87.0
69.0
100.0
100.0
61.0
58.0
6.0
100.0
91.0
59.0
59.0
48.0
58.0
83.0
62.0
85.0
4.0
78.0
99.0
58.0
1.0
37.0
36.0
59.0
1.0
99.0
34.0
80.0
24.0
79.0
86.0
62.0
47.0
87.0
86.0
50.0
100.0
71.0
75.0
55.0
46.0
53.0
20.0
21.0
57.0
88.0
79.0
5.0
94.0
11.0
78.0
20.0
25.0
53.0
100.0
77.0
100.0
76.0
51.0
74.0
73.0
83.0
88.0
36.0
74.0
78.0
31.0
46.0
70.0
96.0
98.0
49.0
90.0
63.0
88.0
46.0
80.0
1.0
73.0
32.0
25.0
57.0
61.0
38.0
6.0
100.0
100.0
63.0
69.0
46.0
85.0
56.0
22.0
78.0
87.0
53.0
87.0
92.0
60.0
71.0
52.0
100.0
92.0
4.0
80.0
97.0
8.0
93.0
50.0
3.0
54.0
9.0
69.0
16.0
61.0
28.0
4.0
73.0
44.0
10.0
45.0
69.0
93.0
90.0
25.0
9.0
88.0
15.0
10.0
76.0
61.0
68.0
27.0
83.0
9.0
98.0
85.0
86.0
38.0
87.0
41.0
43.0
66.0
76.0
99.0
58.0
94.0
89.0
67.0
37.0
84.0
55.0
91.0
75.0
93.0
48.0
79.0
40.0
69.0
84.0
74.0
70.0
52.0
73.0
100.0
65.0
34.0
56.0
79.0
63.0
1.0
33.0
89.0
94.0
88.0
89.0
65.0
90.0
78.0
63.0
76.0
87.0
79.0
93.0
94.0
17.0
61.0
7.0
80.0
28.0
93.0
57.0
100.0
97.0
51.0
81.0
71.0
52.0
11.0
72.0
51.0
35.0
18.0
7.0
3.0
77.0
74.0
16.0
34.0
58.0
99.0
23.0
100.0
35.0
70.0
30.0
71.0
56.0
57.0
67.0
53.0
75.0
83.0
90.0
6.0
17.0
47.0
49.0
6.0
13.0
41.0
92.0
100.0
100.0
26.0
44.0
96.0
80.0
1.0
39.0
1.0
50.0
91.0
100.0
95.0
100.0
84.0
96.0
19.0
72.0
80.0
96.0
16.0
84.0
43.0
40.0
55.0
100.0
28.0
47.0
37.0
63.0
43.0
29.0
94.0
74.0
100.0
95.0
44.0
63.0
94.0
38.0
20.0
100.0
95.0
66.0
100.0
16.0
65.0
64.0
27.0
99.0
30.0
100.0
1.0
99.0
52.0
17.0
55.0
13.0
90.0
99.0
76.0
51.0
70.0
95.0
60.0
100.0
87.0
89.0
78.0
68.0
6.0
66.0
8.0
78.0
60.0
27.0
50.0
51.0
91.0
19.0
44.0
50.0
89.0
73.0
29.0
69.0
22.0
65.0
93.0
82.0
77.0
28.0
9.0
2.0
54.0
46.0
45.0
76.0
100.0
86.0
66.0
52.0
61.0
66.0
4.0
100.0
87.0
84.0
67.0
60.0
56.0
8.0
6.0
100.0
36.0
38.0
29.0
61.0
34.0
68.0
28.0
99.0
49.0
10.0
100.0
89.0
85.0
100.0
76.0
38.0
16.0
72.0
81.0
56.0
33.0
59.0
79.0
4.0
59.0
22.0
65.0
57.0
84.0
48.0
88.0
65.0
99.0
54.0
87.0
53.0
53.0
98.0
84.0
82.0
100.0
27.0
93.0
92.0
76.0
73.0
67.0
53.0
93.0
36.0
18.0
61.0
19.0
66.0
100.0
73.0
97.0
2.0
85.0
100.0
86.0
65.0
4.0
81.0
84.0
81.0
68.0
98.0
78.0
15.0
98.0
36.0
9.0
60.0
69.0
83.0
86.0
13.0
72.0
2.0
33.0
75.0
34.0
89.0
35.0
99.0
85.0
35.0
12.0
87.0
45.0
10.0
99.0
82.0
82.0
22.0
10.0
86.0
39.0
11.0
32.0
81.0
43.0
34.0
42.0
49.0
26.0
76.0
44.0
43.0
57.0
41.0
9.0
49.0
77.0
79.0
76.0
33.0
19.0
60.0
44.0
60.0
44.0
59.0
70.0
91.0
88.0
74.0
88.0
56.0
100.0
65.0
65.0
39.0
74.0
68.0
90.0
82.0
43.0
62.0
7.0
54.0
58.0
100.0
100.0
83.0
67.0
81.0
53.0
91.0
85.0
82.0
54.0
40.0
86.0
90.0
81.0
93.0
3.0
40.0
96.0
46.0
44.0
45.0
44.0
59.0
86.0
74.0
43.0
20.0
86.0
1.0
54.0
76.0
19.0
49.0
58.0
100.0
74.0
49.0
88.0
70.0
13.0
98.0
73.0
90.0
10.0
100.0
43.0
85.0
18.0
10.0
80.0
80.0
89.0
55.0
1.0
4.0
39.0
55.0
99.0
82.0
32.0
52.0
100.0
16.0
26.0
5.0
83.0
53.0
57.0
96.0
2.0
60.0
68.0
61.0
80.0
43.0
81.0
54.0
51.0
61.0
67.0
100.0
7.0
60.0
6.0
71.0
43.0
59.0
41.0
72.0
96.0
26.0
95.0
60.0
91.0
55.0
75.0
57.0
100.0
49.0
87.0
48.0
6.0
39.0
24.0
73.0
6.0
57.0
77.0
52.0
44.0
63.0
26.0
67.0
64.0
99.0
64.0
88.0
70.0
68.0
9.0
94.0
55.0
19.0
14.0
81.0
63.0
24.0
78.0
79.0
89.0
53.0
50.0
63.0
24.0
90.0
55.0
69.0
73.0
3.0
84.0
98.0
88.0
66.0
56.0
92.0
20.0
88.0
72.0
59.0
100.0
97.0
50.0
100.0
68.0
95.0
63.0
90.0
64.0
47.0
39.0
9.0
16.0
51.0
6.0
38.0
100.0
38.0
25.0
78.0
36.0
48.0
99.0
39.0
79.0
32.0
93.0
90.0
90.0
92.0
40.0
55.0
63.0
69.0
88.0
55.0
53.0
84.0
78.0
100.0
78.0
80.0
74.0
28.0
93.0
66.0
91.0
34.0
41.0
69.0
71.0
48.0
55.0
25.0
94.0
95.0
74.0
21.0
75.0
36.0
69.0
68.0
33.0
4.0
100.0
86.0
99.0
100.0
90.0
87.0
68.0
89.0
82.0
38.0
52.0
77.0
99.0
75.0
52.0
85.0
35.0
28.0
33.0
85.0
67.0
41.0
20.0
92.0
69.0
99.0
98.0
97.0
98.0
82.0
90.0
87.0
70.0
50.0
9.0
100.0
52.0
58.0
95.0
31.0
55.0
78.0
57.0
74.0
94.0
88.0
85.0
84.0
82.0
68.0
100.0
94.0
97.0
42.0
92.0
24.0
83.0
87.0
66.0
18.0
27.0
63.0
23.0
64.0
87.0
80.0
85.0
8.0
50.0
81.0
92.0
11.0
85.0
52.0
89.0
83.0
100.0
34.0
28.0
14.0
33.0
100.0
1.0
32.0
37.0
51.0
58.0
70.0
56.0
79.0
72.0
100.0
57.0
45.0
100.0
79.0
20.0
5.0
25.0
53.0
33.0
37.0
67.0
81.0
100.0
37.0
84.0
100.0
67.0
44.0
62.0
86.0
27.0
34.0
45.0
62.0
100.0
25.0
93.0
57.0
39.0
70.0
100.0
99.0
98.0
16.0
100.0
100.0
93.0
70.0
63.0
36.0
10.0
1.0
16.0
20.0
91.0
88.0
99.0
71.0
2.0
83.0
72.0
42.0
74.0
61.0
80.0
93.0
81.0
83.0
3.0
63.0
71.0
54.0
29.0
28.0
91.0
5.0
29.0
44.0
1.0
10.0
75.0
26.0
59.0
86.0
58.0
19.0
28.0
81.0
49.0
50.0
35.0
18.0
73.0
80.0
32.0
69.0
83.0
57.0
100.0
91.0
26.0
100.0
31.0
63.0
99.0
1.0
46.0
98.0
5.0
72.0
69.0
62.0
100.0
30.0
93.0
73.0
10.0
7.0
24.0
23.0
71.0
10.0
74.0
51.0
4.0
59.0
100.0
69.0
80.0
94.0
76.0
81.0
76.0
12.0
100.0
77.0
65.0
75.0
88.0
46.0
23.0
85.0
1.0
49.0
52.0
16.0
71.0
60.0
37.0
37.0
57.0
67.0
98.0
28.0
46.0
63.0
50.0
18.0
13.0
60.0
1.0
85.0
74.0
95.0
73.0
39.0
37.0
9.0
20.0
100.0
76.0
32.0
60.0
97.0
27.0
18.0
81.0
100.0
1.0
54.0
85.0
26.0
38.0
65.0
73.0
78.0
67.0
9.0
59.0
84.0
70.0
69.0
63.0
71.0
62.0
16.0
83.0
30.0
69.0
76.0
50.0
43.0
53.0
74.0
23.0
42.0
53.0
100.0
