Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
5974,3513155,58845.0,1920,1,100,149.1,6.8,0.5,30898.9,75.41,40.83824,-73.941837,12.0,245.0,6.191339471482838,4.322939892214555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13036,4408028,77000.0,1939,1,100,87.5,3.2,0.8,64646.9,33.26,,,,,5.745244264463795,3.5043554737647815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12686,4897228,111648.0,1934,2,95,87.4,4.3,0.7,77262.0,,,,,,6.117215752413542,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4388,3111785,103360.0,1909,1,100,88.7,6.9,,,31.18,40.773399,-73.962137,8.0,128.0,6.215607598755275,3.4397768636296306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1321,4393079,940000.0,1935,1,25,86.5,21.6,0.0,2466.2,0.0,40.728877,-74.010687,2.0,37.0,2.5572273113676265,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11762,4403919,113850.0,1953,1,100,114.9,4.5,1.1,123366.0,0.0,40.623103,-73.946167,18.0,748.0,6.397596099759307,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7537,2937477,75180.0,1942,1,100,102.1,4.6,0.0,2753.5,22.32,40.863055,-73.895294,7.0,39901.0,6.170238150686251,3.1054831375131102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1859,2962172,70862.0,1911,1,100,63.1,11.7,,,,40.747138,-73.99118,5.0,95.0,4.882801922586371,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781,3537563,94532.0,1905,1,100,55.8,8.7,0.3,19414.8,,40.720634,-74.008831,1.0,39.0,4.52720864451838,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5461,2722016,106704.0,1916,1,100,66.9,3.8,0.0,2007.1,29.73,40.796866,-73.972045,7.0,187.0,6.127087500892697,3.3921566370100065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2520,2702253,210278.0,1901,1,100,49.6,9.4,0.2,36818.5,,40.734593,-73.983311,6.0,48.0,5.1973914479580765,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3632,2818096,1329229.0,1957,1,100,119.2,21.8,,,22.11,40.760549,-73.976421,5.0,104.0,,3.096029994869355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3821,2955750,97075.0,1925,1,100,114.6,19.7,,,,40.752833,-73.975027,6.0,92.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1848,5055925,57906.0,1913,1,100,80.7,8.1,0.0,62.6,7.32,40.746602,-73.991829,5.0,95.0,5.404477562376427,1.9906103279732201,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6258,2797964,63145.0,1930,1,100,88.2,3.4,0.7,46902.6,122.9,40.857399,-73.933354,12.0,279.0,5.557214087568064,4.811371016571989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4751,2669756,184263.0,1926,1,100,66.4,5.2,0.5,103709.6,24.16,40.785743,-73.956902,8.0,16001.0,6.218400896660888,3.184698373066614,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5430,3211681,83471.0,1909,1,100,87.7,4.4,0.8,68920.0,67.69,40.803336,-73.964707,9.0,199.0,5.820972742067605,4.214938458520516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7762,3840149,51600.0,1928,1,100,69.6,4.1,0.4,21516.8,,40.871817,-73.902338,8.0,273.0,5.129306823813755,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2254,2667339,120000.0,1916,1,95,58.9,16.9,0.0,2.3,0.0,40.74476,-73.985135,5.0,74.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3071,4952018,141885.0,1928,1,100,93.0,5.8,0.0,2739.5,50.57,40.777053,-73.977928,7.0,157.0,6.273065667993761,3.9233585150918917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4562,2773373,194920.0,1980,1,100,80.9,22.5,0.1,10434.2,22.07,40.760561,-73.960336,8.0,10602.0,4.00369019395397,3.094219220268645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6707,3501595,51000.0,1924,1,100,41.8,2.9,0.0,2014.0,,40.834706,-73.920721,4.0,197.0,4.757891273005756,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4033,4952360,93015.0,1931,1,100,68.9,3.6,0.6,62190.8,,40.754621,-73.967891,6.0,98.0,5.69608626802173,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13367,4408051,99600.0,1940,1,100,64.1,3.4,0.6,57340.7,,,,,,5.630853294633443,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3199,5868152,141099.0,1928,1,100,70.9,13.1,0.0,688.5,23.36,40.780065,-73.981571,7.0,159.0,5.360822571899434,3.151025157960026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11252,2796456,126000.0,1942,1,100,58.3,3.3,0.5,72886.9,34.32,40.618459,-73.969375,12.0,452.0,5.8988008622445625,3.5357282746197614,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
731,2951964,128940.0,1910,1,100,73.7,8.8,,,2933.25,40.714824,-74.005779,1.0,33.0,6.017863020962513,7.983866302303733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2065,2563600,206388.0,1908,1,100,63.1,13.9,0.2,35855.2,27.15,40.747568,-73.986452,5.0,76.0,5.07829394257007,3.3013770463799443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13130,2816110,66500.0,1967,1,100,35.6,3.4,0.3,18392.9,1.31,,,,,4.401829261970061,0.2700271372130602,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12256,2702100,91145.0,1913,1,100,42.2,3.7,0.3,33541.4,13.88,,,,,5.033700567027251,2.6304489550786583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7834,4926064,88500.0,1927,1,100,131.0,9.8,0.1,12932.2,72.94,40.867686,-73.881667,7.0,425.0,6.418038618426381,4.289637185380534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8520,2815341,51040.0,1929,1,100,75.8,3.2,0.6,30128.5,,40.870179,-73.865262,12.0,338.0,5.220355825078324,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10129,4402989,66668.0,2007,1,100,50.9,10.2,0.2,11695.2,49.9,40.693574,-73.906324,4.0,437.0,4.041295341132285,3.910021002757473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6690,3376726,66678.0,1931,1,100,34.5,10.7,,,108.69,40.823932,-73.928033,4.0,63.0,,4.688499793575096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6940,3417122,95166.0,2010,1,100,56.7,5.3,0.4,40963.9,59.86,40.820774,-73.899454,2.0,87.0,5.311727053457954,4.0920085024245525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10553,3524044,91770.0,1931,1,100,67.9,3.8,0.6,53919.3,,40.650749,-73.962427,14.0,50801.0,5.588371623144873,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8796,5857996,58542.0,2005,1,100,65.0,,0.2,14325.9,,40.886967,-73.908554,8.0,295.0,4.297285406218791,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408,3128567,263883.0,1966,1,100,21.2,5.3,0.0,2477.7,32.72,,,,,2.5649493574615367,3.487986511734546,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3194,4034487,80463.0,1918,1,100,69.5,4.7,,,24.21,40.780225,-73.984159,7.0,159.0,5.7751724707428735,3.1867657709499673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,2591543,219718.0,1930,1,100,92.1,11.0,0.6,238719.0,,40.743004,-73.992721,5.0,58.0,7.011844987506518,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10886,3395621,83526.0,1931,1,100,75.0,7.9,0.5,42593.2,,40.625894,-73.980215,12.0,472.0,5.352331954854275,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5462,2703646,96318.0,1920,1,100,77.7,3.9,0.7,53399.3,56.08,40.797339,-73.972172,7.0,187.0,5.566051801190121,4.0267792427263345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2626,4410426,366200.0,1974,1,95,57.2,11.7,0.2,70537.7,41.87,40.744328,-73.976189,6.0,70.0,5.8866594327418555,3.734569580031052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3703,3897762,874744.0,1914,1,100,66.9,18.8,,,,40.75357,-73.978708,5.0,94.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13660,2804250,98564.0,1963,1,100,92.4,4.6,0.1,7905.9,83.68,,,,,6.286742696181391,4.427000000316613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2343,2705516,69378.0,1906,1,100,125.0,18.1,0.1,9176.0,69.01,40.751427,-73.982372,5.0,82.0,5.69608626802173,4.234251421632511,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9214,4470728,58540.0,2008,1,100,83.8,,,,74.69,40.642334,-74.006043,7.0,98.0,5.157905212831292,4.313346214368975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8707,2682496,129600.0,1960,1,100,69.2,3.6,0.6,80425.7,28.62,40.878975,-73.916687,8.0,29302.0,5.96255053694334,3.3541057741283047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8915,2659155,63771.0,2006,1,100,104.2,10.6,0.7,47343.6,38.15,40.702505,-73.989285,2.0,21.0,5.44198471636045,3.641525757730466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12722,4927415,99876.0,1926,1,100,78.4,3.6,0.7,71496.9,,,,,,5.8519150821578965,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1358,3935536,125839.0,1931,1,100,102.8,7.3,0.0,2083.8,41.8,40.733757,-74.001894,2.0,73.0,6.427943708745316,3.7328963395307104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11778,3524325,63000.0,1935,1,100,75.5,0.6,0.8,49638.8,40.82,40.61623,-73.953949,14.0,546.0,5.504924949222147,3.709172157381699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5867,3513307,50028.0,1910,1,100,118.7,5.1,0.1,2871.1,37.55,40.833206,-73.94062,12.0,239.0,5.908082938168931,3.6256733782101436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2818,2643205,61828.0,1914,1,85,100.0,18.4,0.1,3732.1,10.64,40.764966,-73.982734,5.0,137.0,5.205653681684617,2.3646204839134985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1045,2706150,140988.0,1902,1,100,114.3,18.0,,,,40.7228,-73.998986,2.0,45.0,6.343704671756601,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,2747744,228404.0,1972,1,100,109.0,7.0,0.9,34720.1,,40.840769,-73.881697,6.0,361.0,5.128121989551922,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11239,4392512,64200.0,1938,1,100,74.5,2.9,0.7,43758.8,63.38,40.628875,-73.966957,14.0,456.0,5.3895282466014205,4.149148354262775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1877,5827648,214349.0,1927,1,90,56.7,10.3,0.2,59786.4,12.33,40.747991,-73.989108,5.0,101.0,5.641907070938114,2.512035317176253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11357,2669070,100640.0,1929,1,100,88.8,3.6,0.8,82700.8,,40.622445,-73.955782,14.0,760.0,6.0156692358048,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12219,3126671,154100.0,1962,1,100,23.6,,,,,,,,,4.385769620952716,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5580,4940347,54779.0,1989,1,100,75.3,6.3,0.6,32243.8,61.79,40.805386,-73.954675,10.0,20102.0,5.050496827521386,4.123741539072888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12994,3110044,85908.0,1956,1,100,97.4,4.7,0.9,73827.6,,,,,,5.9050893313612365,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14419,2975783,98116.0,1964,1,100,86.9,5.3,0.1,11064.0,64.57,,,,,6.203749355087316,4.167749906638376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4035,2733464,146072.0,1959,1,100,89.4,,,,,40.754991,-73.965357,6.0,98.0,6.272310808550481,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2002,2009074,296400.0,2000,1,100,82.9,9.9,0.5,148596.5,48.15,40.743619,-73.992274,5.0,58.0,6.587963152612122,3.8743211382441345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6203,5833862,78564.0,1929,1,100,116.0,10.5,0.0,3284.6,45.06,40.85567,-73.938044,12.0,275.0,6.122712083717655,3.8079949350040985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10125,4042658,78000.0,1914,1,100,79.9,17.2,0.2,18523.3,63.25,40.693654,-73.906277,4.0,437.0,4.500920164614292,4.1470951276076295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2956,2715799,50548.0,2007,1,100,67.7,6.7,0.5,24721.8,5.5,40.762646,-73.994694,4.0,129.0,4.776599301615622,1.7047480922384253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9177,2656024,56400.0,1931,1,100,50.5,5.2,0.4,21797.6,,40.660329,-73.996277,7.0,101.0,4.590056548178043,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4649,5853032,69585.0,1925,1,100,21.9,5.8,0.0,1075.4,,40.776478,-73.961998,8.0,142.0,1.7404661748405046,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10832,4568383,60000.0,1900,1,100,93.6,3.6,0.9,52197.9,31.51,40.638928,-73.97325,12.0,490.0,5.551407994230199,3.4503049557691834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
369,2736146,58570.0,1951,1,100,59.3,1.3,0.6,34500.6,,40.586369,-73.968962,13.0,37401.0,5.1428324637076415,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6242,2638880,133920.0,1955,1,100,78.2,4.9,0.6,81531.2,37.67,40.855196,-73.935887,12.0,281.0,6.070968648220581,3.62886402170395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13370,2686021,58864.0,1932,1,100,91.0,4.1,0.8,47683.4,72.74,,,,,5.495116942522644,4.286891439558843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4058,4952365,93096.0,1930,1,100,99.9,10.5,0.1,13540.1,,40.758869,-73.964272,6.0,108.0,4.275276264727001,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4405,2637907,55883.0,1928,1,100,62.0,4.3,0.5,29286.2,18.03,40.773963,-73.958624,8.0,140.0,4.93662988078576,2.8920370372152258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8292,2793153,118967.0,1940,1,100,143.0,,,,252.66,40.839309,-73.845389,10.0,200.0,6.550222824629276,5.532044711401891,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5689,2809801,63194.0,1967,1,100,64.2,0.0,0.7,45506.8,,40.815154,-73.96,9.0,211.0,5.372960909543803,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5959,3211687,59274.0,1923,1,100,73.8,3.0,0.0,1293.0,35.51,40.838834,-73.944627,12.0,247.0,5.623295223743515,3.5698143469549963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
