Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
5570,3422658,72957.0,2012,1,100,53.3,7.3,0.3,24743.6,25.36,40.809986,-73.947598,10.0,224.0,4.81380905109942,3.233173129569025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2744,2659441,120738.0,1907,1,100,88.0,8.4,0.1,11122.8,41.44,40.765935,-73.979723,5.0,137.0,6.400091318553725,3.7242465979512276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9975,4919098,186779.0,2014,1,50,63.7,13.5,0.2,25558.5,45.83,40.718425,-73.948662,1.0,515.0,4.911183215124596,3.8249388985210326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9351,5721188,51288.0,1927,1,100,11.0,2.6,0.0,1257.0,,40.67304,-73.964094,8.0,215.0,1.9021075263969205,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7616,4405287,52500.0,1941,1,100,84.3,3.9,0.1,2691.0,77.9,40.863228,-73.901917,7.0,265.0,5.611667185748395,4.355425952876702,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7987,5053039,70650.0,1926,1,100,92.0,3.9,0.8,59371.3,,40.879437,-73.88323,7.0,419.0,5.684599655239428,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14690,3172100,180775.0,1985,1,100,66.0,,,,,40.640384,-74.073261,1.0,3.0,6.298397624151875,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7741,5837689,95500.0,1927,1,100,78.2,3.6,0.1,6683.0,114.09,40.872981,-73.899776,8.0,26702.0,6.268906871829571,4.736987610608278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3569,3552302,287894.0,1919,1,100,75.4,13.4,,,,40.75458,-73.981379,5.0,96.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10772,2810753,70944.0,1940,1,100,95.8,3.3,0.0,3081.0,48.96,40.644457,-73.982278,12.0,496.0,6.1152296544419125,3.8910036382040705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8215,2665220,66342.0,1929,1,100,62.6,4.1,0.5,35076.5,69.81,40.832358,-73.858906,9.0,72.0,5.133442723357803,4.24577726598231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1142,4134234,96822.0,1935,1,100,60.8,12.7,0.2,19463.8,,40.726865,-73.995548,2.0,5502.0,4.472780997942346,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10836,2748479,84000.0,1962,1,100,61.3,3.3,0.5,45378.9,38.92,40.639726,-73.972003,12.0,490.0,5.409858741280944,3.6615082573178044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12422,3625178,131250.0,1972,1,80,68.2,6.1,0.5,64822.9,65.22,,,,,5.781977322241258,4.177766170361173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2131,3937736,121060.0,1930,1,100,142.4,20.3,0.8,96698.2,68.56,40.751773,-73.984628,5.0,84.0,6.180637578851038,4.227709274289524,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9310,4043193,269018.0,2002,1,100,69.0,5.8,0.5,146037.1,,40.681936,-73.972396,8.0,161.0,6.541751239754887,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9729,4860680,370990.0,1963,1,100,98.3,4.8,0.8,312328.2,60.46,40.688504,-73.963365,2.0,193.0,7.3857890799231365,4.101981989351312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2577,4039177,204638.0,1963,1,100,91.9,6.8,,,,40.746532,-73.976036,6.0,78.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6141,4406110,51348.0,1937,1,100,121.9,3.5,1.1,56502.3,,40.86338,-73.929509,12.0,287.0,5.704115752446321,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5977,2805327,54750.0,1930,1,100,39.2,12.3,,,,40.838704,-73.942321,12.0,245.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11319,2676174,119000.0,1953,1,100,61.8,,0.5,69345.8,27.78,40.604287,-73.966692,15.0,418.0,5.839187111662404,3.3243163373261977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5098,2775681,245000.0,1981,1,100,66.9,1.0,0.0,13246.9,,40.794603,-73.949752,11.0,17401.0,7.249783481174031,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5818,2811159,92360.0,2009,1,100,68.7,7.3,0.5,46826.9,52.15,40.823578,-73.953488,9.0,225.0,5.443715569237393,3.9541241814467813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11160,4411816,50400.0,1930,1,100,91.6,5.8,0.7,36132.1,48.17,40.608766,-73.998977,11.0,278.0,5.272486606513515,3.8747364206421295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14198,4940500,62652.0,1962,1,95,104.7,6.3,0.7,45938.2,99.2,,,,,5.689345426858432,4.597138014290827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
567,4043730,81412.0,2004,1,100,96.0,12.2,,,,40.706606,-74.008404,1.0,7.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2052,2655412,120882.0,1909,1,100,34.6,3.2,0.0,13.6,12.43,40.747747,-73.988281,5.0,76.0,5.502889532276811,2.5201129055226197,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5029,3108411,223473.0,1962,1,100,67.1,4.5,0.6,125344.1,31.58,40.775509,-73.946102,8.0,14402.0,6.408034434948252,3.452524008827496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12863,5964698,161130.0,1964,1,100,121.9,10.7,0.9,164234.4,45.87,,,,,6.751919847424009,3.8258113086090804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5972,2789403,65388.0,1930,1,100,77.9,2.4,0.0,2413.9,69.88,40.838694,-73.943644,12.0,245.0,6.119857761876381,4.246779485265856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3201,2800897,75312.0,1923,1,100,56.9,1.0,0.0,370.7,36.03,40.780776,-73.982664,7.0,163.0,5.696757859719236,3.5843519247600018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9726,3526579,370990.0,1963,1,100,75.8,4.9,0.6,262683.0,88.89,40.689103,-73.965001,2.0,193.0,7.1415617784646,4.487399650253583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4212,4932827,111567.0,1913,1,100,62.5,12.1,0.2,23407.5,18.37,40.769624,-73.96823,8.0,122.0,4.768988271217486,2.9107188992270343,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1316,4407801,199216.0,2003,1,100,77.0,10.1,0.5,75953.8,,40.725534,-74.009164,2.0,37.0,5.889708638153595,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11470,3114805,52812.0,1921,1,100,73.4,3.3,0.7,38896.3,82.42,40.606826,-73.952803,15.0,550.0,5.260096153727839,4.411828125910671,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10605,3447341,75930.0,1929,1,100,66.5,3.0,0.6,54687.3,56.74,40.648567,-73.961524,14.0,51002.0,5.573294066502264,4.038479429380705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1855,4408969,82454.0,1910,1,100,88.8,16.2,,,31.57,40.747225,-73.991432,5.0,95.0,5.334649295795427,3.4522073025699003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9915,4025736,71392.0,2005,1,85,50.5,7.0,0.3,21642.3,35.6,40.711136,-73.96082,1.0,523.0,4.633757642840004,3.572345637857985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4502,4408627,64071.0,1970,1,100,69.8,5.0,0.6,35575.0,30.1,40.764546,-73.960125,8.0,118.0,5.154446996128335,3.40452517175483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13427,5837686,50460.0,1920,1,100,147.3,2.1,,,,,,,,6.4444491711841225,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2167,2701801,103022.0,1901,1,100,99.5,18.8,0.3,37031.2,12.24,40.737416,-73.992581,5.0,52.0,5.281679725395013,2.50470927708418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3517,2805257,87573.0,1924,1,100,65.6,3.4,,,31.23,40.789512,-73.979369,7.0,171.0,5.965890295988552,3.441379171294987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13175,2810999,60600.0,1964,1,100,123.9,34.6,0.1,3213.0,,,,,,2.714694743820879,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12423,3116283,407200.0,1991,1,100,66.0,20.4,,,81.81,,,,,,4.404399485525607,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8183,4413815,63486.0,1935,1,100,95.1,,,,,40.826442,-73.877733,9.0,5002.0,6.141176820336309,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3556,3114529,66754.0,1900,1,100,88.5,4.8,0.8,57918.9,27.26,40.794496,-73.976445,7.0,179.0,5.680513847716846,3.3054204262683866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2044,4047228,187973.0,1900,5,90,107.0,4.7,,,43.62,40.747365,-73.989541,5.0,76.0,7.146693436194988,3.775515760773483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8049,4474518,59000.0,1924,1,100,61.7,4.9,0.3,16859.0,238.66,40.880194,-73.876661,7.0,423.0,5.144583266605995,5.47503994494151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2268,3896900,50919.0,1914,1,100,87.6,6.8,0.0,509.0,16.33,40.745718,-73.984023,5.0,74.0,5.537727890326118,2.7930039069823738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2767,3529871,235300.0,1913,1,100,73.7,19.6,0.1,17802.4,42.34,40.755731,-73.988269,5.0,113.0,4.3267781604434035,3.745732265706719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10639,4539759,64268.0,1930,1,100,96.6,3.7,0.9,61423.9,78.23,40.645798,-73.963352,14.0,512.0,5.703449085754963,4.359653205696989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2601,4845777,150800.0,2002,1,100,80.3,5.3,0.6,98245.0,,40.736451,-73.978732,6.0,64.0,6.257284372702628,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14575,2735030,87926.0,1950,1,100,50.0,2.6,0.4,64040.7,,,,,,5.768008446955473,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
715,4946161,403019.0,2005,1,100,84.8,13.4,0.4,168602.3,,40.716863,-74.012207,1.0,21.0,6.72683274310189,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
343,5034754,273771.0,1950,3,100,55.9,5.2,0.0,571.5,118.94,,,,,6.650279048587422,4.778619164278448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
619,2688012,627330.0,2000,1,100,92.4,8.1,0.7,433523.2,48.44,40.707295,-74.007336,1.0,1502.0,7.677029819929633,3.8803259186848913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2665,1327499,1079378.0,2003,1,100,65.9,16.4,,,21.4,40.755152,-73.986613,5.0,113.0,,3.0633909220278057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8193,3999912,62000.0,1929,1,100,67.4,0.7,0.7,52521.2,,40.827966,-73.875222,9.0,48.0,5.5506312951620265,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
770,4401406,73954.0,1985,1,100,77.8,4.9,0.0,508.5,17.57,40.71919,-74.008705,1.0,33.0,5.871836059652451,2.866192902199006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11275,2669074,81120.0,1931,1,100,97.4,4.3,0.9,69265.1,,40.610956,-73.976669,11.0,434.0,5.884157694119473,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10765,2818726,67500.0,1941,1,100,85.1,3.6,0.7,49067.0,38.02,40.652377,-73.973339,7.0,504.0,5.562986664690745,3.6381123370602833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7873,2960463,66780.0,1953,1,100,99.8,5.0,0.9,60146.9,48.19,40.864221,-73.894305,7.0,39901.0,5.677096209393695,3.8751515306522415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12875,4035683,238443.0,1963,1,100,73.9,4.6,0.6,144191.8,,,,,,6.672918629076881,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11731,3114772,68076.0,1940,1,100,65.9,2.2,0.6,43882.4,84.24,40.629099,-73.957021,14.0,772.0,5.477717994914328,4.43366986782572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9453,4926017,151236.0,1927,1,100,123.0,3.4,1.1,166207.3,62.75,40.66638,-73.95265,9.0,321.0,6.793017601511714,4.139158578011894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13047,2804092,61930.0,1939,1,100,71.3,3.4,0.6,39615.3,66.02,,,,,5.272486606513515,4.189957726425047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11250,2734779,102924.0,1956,1,100,73.2,3.9,0.6,76649.2,,40.618198,-73.969347,12.0,448.0,5.939644798378185,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9791,4412521,149000.0,1900,1,100,56.7,6.6,0.4,49651.2,38.6,40.692604,-73.970737,2.0,183.0,5.486869473092628,3.653252276470785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13547,3091252,150000.0,1956,1,100,61.6,3.1,0.6,97524.6,33.98,,,,,6.154645757249509,3.525772116243786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4313,2669687,98903.0,1962,1,100,101.1,6.7,0.0,1765.7,,40.764639,-73.966113,8.0,120.0,2.2407096892759584,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3233,2806045,589670.0,1998,1,100,92.3,7.7,0.7,414098.8,41.54,40.778372,-73.988514,7.0,155.0,7.625497506397463,3.726656818447966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9901,4409023,120582.0,1907,1,100,57.9,7.8,0.3,40469.1,27.24,40.713193,-73.955801,1.0,519.0,5.276071757600717,3.3046864812813115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5158,4022897,112171.0,2011,1,100,65.6,4.7,0.5,63857.1,55.1,40.786459,-73.944421,11.0,164.0,5.758270659940271,4.009149716158869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4997,2776834,194212.0,2004,1,95,78.6,8.1,0.5,105525.5,48.1,40.780515,-73.946184,8.0,152.0,6.249009525139524,3.8732821771117156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6693,4406349,68495.0,1931,1,100,143.6,5.1,1.3,86463.2,178.81,40.823756,-73.927155,4.0,63.0,6.129485845005356,5.186323789587112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12882,4035684,235000.0,1967,1,100,65.7,4.9,0.5,114392.6,120.81,,,,,6.503239719909561,4.7942190635314725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6108,2805476,271388.0,1963,1,100,74.8,4.2,,,57.55,40.857413,-73.929432,12.0,283.0,7.204372315491497,4.0526541351678915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13916,4896955,116784.0,1950,12,95,76.9,0.9,0.8,96492.2,20.43,,,,,6.129050210060545,3.0170044088295307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10829,3533613,73026.0,1962,1,100,79.6,4.9,0.7,48636.7,42.23,40.640555,-73.973585,12.0,488.0,5.485211785187126,3.743130868945852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
